url,bottle
https://www.vinissimus.com/en/wine/baltasar-gracian-el-politico/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/terrer-singular-blanc/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/madrid-romero-roble/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/blanc-de-picapoll-sant-iscle/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/can-feixes-chardonnay/, / 0.75 L btl 
https://www.vinissimus.com/en/cava/mar-de-frades-brut-nature/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/roura-merlot/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/callejuela-pedro-ximenez-origen/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/heredad-emina-gewurztraminer/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/negrillo-270/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/tagara-blanco-seco/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/adernats-seduccio/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/vina-mein-eiras-altas/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/los-locos-de-la-bahia-temprus/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/petit-clos-penat/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/las-canadas/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/mas-chulo-que-un-ocho/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/regueiron/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/vulcano-tinto-de-lanzarote/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/gine-gine-rosado/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/casa-de-si-blanga-tinajas/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/el-circo-contorsionista/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/briego-adalid-reserva/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/lagar-de-costa-calabobos/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/ophalum/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/depaula-monastrell/, / 0.75 L btl 
https://www.vinissimus.com/en/cava/at-roca-pedregar/, / 0.75 L btl 
https://www.vinissimus.com/en/wine/igneus-reneixer-blanc/, / 0.75 L btl 
