wine,year,winery,price,bottle,type_wine,type_wine_details,grapes,num_varieties,type_agriculture,region,region_gi,alcohol_content,tasting_notes,customer_reviews,customer_reviews_number,parker_score,parker_score_num,penin_score,image,url
Cune Imperial Gran Reserva 2016,2016,Compañía Vinícola del Norte de España - CVNE,64.8,0.75,Red,Red,Mazuelo,Blend,Conventional,La Rioja,Rioja,14.0,fresh elegant polished_tannins long silky fruit red_fruit undergrowth smoky,4.8,5.0,95,95.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/impgr16_anv800.png,https://www.vinissimus.com/en/wine/cune-imperial-gran-reserva/
Attis Caiño Tinto 2017,2017,Attis Bodegas y Viñedos,33.6,0.75,Red,Red,Caiño Tinto,Varietal,Conventional,Galicia,Rías Baixas,12.0,fresh silky long balsamic saline fruit peach lemon_peel herbaceous mineral,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/atcnt17_anv800.png,https://www.vinissimus.com/en/wine/attis-caino-tinto/
Maria Casanovas Brut Nature Gran Reserva 2019,2019,Caves Maria Casanovas,20.4,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,fresh full flavoursome well-integrated_acidity balanced fruit-forward highly_aromatic fruit tropical_fruit fennel white_flowers complex elegant,4.3,3.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcbgr19_anv800.png,https://www.vinissimus.com/en/cava/maria-casanovas-brut-nature-gran-reserva/
Maria Casanovas Brut Nature Gran Reserva 2019,2019,Caves Maria Casanovas,20.4,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,fresh full flavoursome well-integrated_acidity balanced fruit-forward highly_aromatic fruit tropical_fruit fennel white_flowers complex elegant,4.3,3.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcbgr19_anv800.png,https://www.vinissimus.com/en/cava/maria-casanovas-brut-nature-gran-reserva/
Maria Casanovas Brut Nature Gran Reserva 2019,2019,Caves Maria Casanovas,20.4,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,fresh full flavoursome well-integrated_acidity balanced fruit-forward highly_aromatic fruit tropical_fruit fennel white_flowers complex elegant,4.3,3.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mcbgr19_anv800.png,https://www.vinissimus.com/en/cava/maria-casanovas-brut-nature-gran-reserva/
Mim del Celler de l'Era 2012,2012,Celler de l'Era,31.0,0.75,Red,Red,Cariñena,Blend,Organic,Cataluña,Montsant,14.5,rich fleshy structured complex rounded_tannins persistent highly_aromatic ripe_black_fruit ripe_red_fruit jam floral balsamic spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mimce12_anv800.png,https://www.vinissimus.com/en/wine/mim-del-celler-de-l-era/
Mim del Celler de l'Era 2012,2012,Celler de l'Era,31.0,0.75,Red,Red,Garnacha,Blend,Organic,Cataluña,Montsant,14.5,rich fleshy structured complex rounded_tannins persistent highly_aromatic ripe_black_fruit ripe_red_fruit jam floral balsamic spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mimce12_anv800.png,https://www.vinissimus.com/en/wine/mim-del-celler-de-l-era/
Mim del Celler de l'Era 2012,2012,Celler de l'Era,31.0,0.75,Red,Red,Syrah,Blend,Organic,Cataluña,Montsant,14.5,rich fleshy structured complex rounded_tannins persistent highly_aromatic ripe_black_fruit ripe_red_fruit jam floral balsamic spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mimce12_anv800.png,https://www.vinissimus.com/en/wine/mim-del-celler-de-l-era/
Pere de Novas 2016,2016,Masetplana,34.0,0.75,Dessert,Natural sweet,Monastrell,Varietal,Conventional,Cataluña,Empordà,17.5,fleshy powerful flavoursome ripe_fruit cinnamon vanilla dark_chocolate red_fruit roasted,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/prnvs16_anv800.png,https://www.vinissimus.com/en/wine/pere-de-novas/
Vi-Ve Maceración Carbónica 2022,2022,Bodegas Valdelana,11.6,0.75,Red,Nouveau,Tempranillo,Blend,Conventional,Euskadi,Rioja,14.5,intense balanced harmonious raspberry fruit_of_the_forest,4.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vivmc22_anv800.png,https://www.vinissimus.com/en/wine/vi-ve-maceracion-carbonica/
Vi-Ve Maceración Carbónica 2022,2022,Bodegas Valdelana,11.6,0.75,Red,Nouveau,Viura,Blend,Conventional,Euskadi,Rioja,14.5,intense balanced harmonious raspberry fruit_of_the_forest,4.0,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vivmc22_anv800.png,https://www.vinissimus.com/en/wine/vi-ve-maceracion-carbonica/
Finca Teira Tinto 2021,2021,Adega Manuel Formigo,16.2,0.75,Red,Red,Caiño Tinto,Blend,Conventional,Galicia,Ribeiro,12.0,silky full-bodied ripe balanced refreshing_acidity versatile citrus_fruit floral_scents fruit white_fruit pear peach spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/teirt21_anv800.png,https://www.vinissimus.com/en/wine/finca-teira-tinto/
Finca Teira Tinto 2021,2021,Adega Manuel Formigo,16.2,0.75,Red,Red,Sousón,Blend,Conventional,Galicia,Ribeiro,12.0,silky full-bodied ripe balanced refreshing_acidity versatile citrus_fruit floral_scents fruit white_fruit pear peach spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/teirt21_anv800.png,https://www.vinissimus.com/en/wine/finca-teira-tinto/
Finca Teira Tinto 2021,2021,Adega Manuel Formigo,16.2,0.75,Red,Red,Brancellao,Blend,Conventional,Galicia,Ribeiro,12.0,silky full-bodied ripe balanced refreshing_acidity versatile citrus_fruit floral_scents fruit white_fruit pear peach spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/teirt21_anv800.png,https://www.vinissimus.com/en/wine/finca-teira-tinto/
Finca Teira Tinto 2021,2021,Adega Manuel Formigo,16.2,0.75,Red,Red,Garnacha,Blend,Conventional,Galicia,Ribeiro,12.0,silky full-bodied ripe balanced refreshing_acidity versatile citrus_fruit floral_scents fruit white_fruit pear peach spicy,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/teirt21_anv800.png,https://www.vinissimus.com/en/wine/finca-teira-tinto/
Condes De Albarei  Áine 2016,2016,Adega Condes de Albarei,29.8,0.75,White,White,Albariño,Varietal,Conventional,Galicia,Rías Baixas,12.5,fruit-forward harmonious spicy elegant highly_aromatic fruit ripe_fruit blackberries ripe_cherry thyme,3.0,1.0,,,90.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/aaine16_anv800.png,https://www.vinissimus.com/en/wine/condes-de-albarei-aine/
El Circo Arlequín 2021,2021,Grandes Vinos,7.8,0.75,Red,Red,Syrah,Varietal,Conventional,Cataluña,Carignan,13.5,easy_to_drink fruit-forward pleasant red_fruit aromatic_herbs fruit fresh_strawberry mint,4.0,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ciarl21_anv800.png,https://www.vinissimus.com/en/wine/el-circo-arlequin/
Les Manyes 2021,2021,Terroir al Límit,191.4,0.75,Red,Red,Garnacha,Varietal,Conventional,Cataluña,Priorat,13.5,intense expressive tasty fresh fragrant citrus_fruit floral genista,5.0,3.0,97,97.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lmany21_anv800.png,https://www.vinissimus.com/en/wine/les-manyes/
Vinyes de Barcelona 2014,2014,Cooperativa L'Olivera,23.8,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Catalunya,12.0,vivacious good_acidity fresh smooth_tannins fleshy fruit fresh_fruit highly_aromatic,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vybcn14_anv800.png,https://www.vinissimus.com/en/wine/vinyes-de-barcelona/
Vinyes de Barcelona 2014,2014,Cooperativa L'Olivera,23.8,0.75,Red,Red,Syrah,Blend,Conventional,Cataluña,Catalunya,12.0,vivacious good_acidity fresh smooth_tannins fleshy fruit fresh_fruit highly_aromatic,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vybcn14_anv800.png,https://www.vinissimus.com/en/wine/vinyes-de-barcelona/
San Cobate 2019,2019,San Cobate,19.0,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,fresh fruit strawberries long persistent powerful highly_aromatic fruit black_fruit fresh_strawberry candy_sweets,4.0,1.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/scoba19_anv800.png,https://www.vinissimus.com/en/wine/san-cobate/
Augustus Primer Negre 2020,2020,Celler Avgvstvs Forvm,14.0,0.75,Red,Red,Merlot,Blend,Organic,Cataluña,Penedès,14.0,flavoursome fruit plums fruit_in_liqueur cherries easy_to_drink fruit red_fruit blackberries plums cocoa,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/augpr20_anv800.png,https://www.vinissimus.com/en/wine/augustus-merlot-syrah/
Augustus Primer Negre 2020,2020,Celler Avgvstvs Forvm,14.0,0.75,Red,Red,Garnacha,Blend,Organic,Cataluña,Penedès,14.0,flavoursome fruit plums fruit_in_liqueur cherries easy_to_drink fruit red_fruit blackberries plums cocoa,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/augpr20_anv800.png,https://www.vinissimus.com/en/wine/augustus-merlot-syrah/
Augustus Primer Negre 2020,2020,Celler Avgvstvs Forvm,14.0,0.75,Red,Red,Tempranillo,Blend,Organic,Cataluña,Penedès,14.0,flavoursome fruit plums fruit_in_liqueur cherries easy_to_drink fruit red_fruit blackberries plums cocoa,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/augpr20_anv800.png,https://www.vinissimus.com/en/wine/augustus-merlot-syrah/
Baigorri Negu 2022,2022,Bodegas Baigorri,14.2,0.75,Red,Red,Tempranillo,Varietal,Conventional,Euskadi,Rioja,14.5,balanced well-integrated_tannins good_acidity pleasant_finish persistent fruit red_fruit mineral,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/bnegu22_anv800.png,https://www.vinissimus.com/en/wine/baigorri-negu/
Pardas Aspriu Xarel·lo 2014,2014,Celler Pardas,37.4,0.75,White,White,Xarel·lo,Varietal,Conventional,Cataluña,Penedès,13.5,fresh aromatic rounded elegant good_acidity balanced red_fruit floral complex fruit ripe_fruit floral_scents almonds pleasant,5.0,1.0,94,94.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/asprx14_anv800.png,https://www.vinissimus.com/en/wine/pardas-aspriu-xarel-lo/
Libalis Rosé 2022,2022,Castillo de Maetierra,12.9,0.75,Rosé,Rosé,Muscat Blanc à Petits Grains,Blend,Conventional,La Rioja,Valles de Sadacia,12.5,flavoursome fruit-forward oily floral dried_fruit_and_nuts fruit fresh_fruit floral_scents mineral,4.3,3.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/libro22_anv800.png,https://www.vinissimus.com/en/wine/libalis-rose/
Libalis Rosé 2022,2022,Castillo de Maetierra,12.9,0.75,Rosé,Rosé,Syrah,Blend,Conventional,La Rioja,Valles de Sadacia,12.5,flavoursome fruit-forward oily floral dried_fruit_and_nuts fruit fresh_fruit floral_scents mineral,4.3,3.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/libro22_anv800.png,https://www.vinissimus.com/en/wine/libalis-rose/
Emina Rosado 2021,2021,Bodegas Emina,10.6,,Rosé,Rosé,Tempranillo,Blend,Conventional,Castilla y León,Cigales,13.5,voluminous dense good_acidity bitter long oily ripe toasted_bread butter very_aromatic complex fruit citrus_fruit lemon quince floral_scents orange_blossom toasty dried_fruit and_nuts,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/emiro21_anv800.png,https://www.vinissimus.com/en/wine/emina-rosado/
Emina Rosado 2021,2021,Bodegas Emina,10.6,,Rosé,Rosé,Verdejo,Blend,Conventional,Castilla y León,Cigales,13.5,voluminous dense good_acidity bitter long oily ripe toasted_bread butter very_aromatic complex fruit citrus_fruit lemon quince floral_scents orange_blossom toasty dried_fruit and_nuts,4.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/emiro21_anv800.png,https://www.vinissimus.com/en/wine/emina-rosado/
Pardas Negre Franc 2017,2017,Celler Pardas,15.0,0.75,Red,Red,Cabernet Franc,Blend,Conventional,Cataluña,Penedès,13.5,with_personality good_entry velvety structured crunchy well-integrated_tannins polished_tannins ageing pleasant persistent highly_aromatic fruit fruit_of_the_forest blackberries orange_peel,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/panfr17_anv800.png,https://www.vinissimus.com/en/wine/pardas-negre-franc/
Pardas Negre Franc 2017,2017,Celler Pardas,15.0,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Penedès,13.5,with_personality good_entry velvety structured crunchy well-integrated_tannins polished_tannins ageing pleasant persistent highly_aromatic fruit fruit_of_the_forest blackberries orange_peel,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/panfr17_anv800.png,https://www.vinissimus.com/en/wine/pardas-negre-franc/
Pardas Negre Franc 2017,2017,Celler Pardas,15.0,0.75,Red,Red,Merlot,Blend,Conventional,Cataluña,Penedès,13.5,with_personality good_entry velvety structured crunchy well-integrated_tannins polished_tannins ageing pleasant persistent highly_aromatic fruit fruit_of_the_forest blackberries orange_peel,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/panfr17_anv800.png,https://www.vinissimus.com/en/wine/pardas-negre-franc/
Englora 2018,2018,Cellers Baronia del Montsant,16.8,0.75,Red,Red,Syrah,Blend,Conventional,Cataluña,Montsant,13.5,delicate mineral balanced fresh white_flowers orange_peel baked_lemons,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/englo18_anv800.png,https://www.vinissimus.com/en/wine/englora/
Englora 2018,2018,Cellers Baronia del Montsant,16.8,0.75,Red,Red,Merlot,Blend,Conventional,Cataluña,Montsant,13.5,delicate mineral balanced fresh white_flowers orange_peel baked_lemons,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/englo18_anv800.png,https://www.vinissimus.com/en/wine/englora/
Englora 2018,2018,Cellers Baronia del Montsant,16.8,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Montsant,13.5,delicate mineral balanced fresh white_flowers orange_peel baked_lemons,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/englo18_anv800.png,https://www.vinissimus.com/en/wine/englora/
Englora 2018,2018,Cellers Baronia del Montsant,16.8,0.75,Red,Red,Samsó,Blend,Conventional,Cataluña,Montsant,13.5,delicate mineral balanced fresh white_flowers orange_peel baked_lemons,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/englo18_anv800.png,https://www.vinissimus.com/en/wine/englora/
Englora 2018,2018,Cellers Baronia del Montsant,16.8,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Montsant,13.5,delicate mineral balanced fresh white_flowers orange_peel baked_lemons,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/englo18_anv800.png,https://www.vinissimus.com/en/wine/englora/
Terras Gauda 2022,2022,Bodegas Terras Gauda,17.6,0.75,White,White,Albariño,Blend,Conventional,Galicia,Rías Baixas,12.0,oily toasty fruit crunchy spicy confectionery herbaceous spicy fruit,4.6,58.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tgau21_anv800_1650979309.png,https://www.vinissimus.com/en/wine/terras-gauda/
Terras Gauda 2022,2022,Bodegas Terras Gauda,17.6,0.75,White,White,Caiño Blanco,Blend,Conventional,Galicia,Rías Baixas,12.0,oily toasty fruit crunchy spicy confectionery herbaceous spicy fruit,4.6,58.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tgau21_anv800_1650979309.png,https://www.vinissimus.com/en/wine/terras-gauda/
Terras Gauda 2022,2022,Bodegas Terras Gauda,17.6,0.75,White,White,Loureiro,Blend,Conventional,Galicia,Rías Baixas,12.0,oily toasty fruit crunchy spicy confectionery herbaceous spicy fruit,4.6,58.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tgau21_anv800_1650979309.png,https://www.vinissimus.com/en/wine/terras-gauda/
Ribas Rosat 2022,2022,Bodega Ribas,20.8,0.75,Rosé,Rosé,Mantonegro,Blend,Organic,Islas Baleares,Mallorca,12.5,fresh smooth well-integrated_carbonic_acid long elegant velvety clean white_fruit chocolate aniseed toasty,4.3,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribro22_anv800.png,https://www.vinissimus.com/en/wine/ribas-rosat/
Ribas Rosat 2022,2022,Bodega Ribas,20.8,0.75,Rosé,Rosé,Gargollassa,Blend,Organic,Islas Baleares,Mallorca,12.5,fresh smooth well-integrated_carbonic_acid long elegant velvety clean white_fruit chocolate aniseed toasty,4.3,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribro22_anv800.png,https://www.vinissimus.com/en/wine/ribas-rosat/
Ribas Rosat 2022,2022,Bodega Ribas,20.8,0.75,Rosé,Rosé,Callet,Blend,Organic,Islas Baleares,Mallorca,12.5,fresh smooth well-integrated_carbonic_acid long elegant velvety clean white_fruit chocolate aniseed toasty,4.3,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ribro22_anv800.png,https://www.vinissimus.com/en/wine/ribas-rosat/
Perelada 5 Fincas Reserva 2018,2018,Perelada,16.6,0.75,Red,Red,Merlot,Blend,Conventional,Cataluña,Empordà,14.4,fresh pleasant balanced light balsamic_herbs spicy black_pepper,4.5,51.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cp5fr18_anv800_1686579550.png,https://www.vinissimus.com/en/wine/perelada-5-fincas-reserva/
Perelada 5 Fincas Reserva 2018,2018,Perelada,16.6,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Empordà,14.4,fresh pleasant balanced light balsamic_herbs spicy black_pepper,4.5,51.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cp5fr18_anv800_1686579550.png,https://www.vinissimus.com/en/wine/perelada-5-fincas-reserva/
Perelada 5 Fincas Reserva 2018,2018,Perelada,16.6,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Empordà,14.4,fresh pleasant balanced light balsamic_herbs spicy black_pepper,4.5,51.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cp5fr18_anv800_1686579550.png,https://www.vinissimus.com/en/wine/perelada-5-fincas-reserva/
Perelada 5 Fincas Reserva 2018,2018,Perelada,16.6,0.75,Red,Red,Syrah,Blend,Conventional,Cataluña,Empordà,14.4,fresh pleasant balanced light balsamic_herbs spicy black_pepper,4.5,51.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cp5fr18_anv800_1686579550.png,https://www.vinissimus.com/en/wine/perelada-5-fincas-reserva/
Perelada 5 Fincas Reserva 2018,2018,Perelada,16.6,0.75,Red,Red,Samsó,Blend,Conventional,Cataluña,Empordà,14.4,fresh pleasant balanced light balsamic_herbs spicy black_pepper,4.5,51.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cp5fr18_anv800_1686579550.png,https://www.vinissimus.com/en/wine/perelada-5-fincas-reserva/
Muga Rosado 2022,2022,Bodegas Muga,12.4,0.75,Rosé,Rosé,Garnacha,Blend,Conventional,La Rioja,Rioja,13.5,fresh fruit-forward intense red_fruit fresh,4.6,47.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mugar22_anv800.png,https://www.vinissimus.com/en/wine/muga-rosado/
Muga Rosado 2022,2022,Bodegas Muga,12.4,0.75,Rosé,Rosé,Viura,Blend,Conventional,La Rioja,Rioja,13.5,fresh fruit-forward intense red_fruit fresh,4.6,47.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mugar22_anv800.png,https://www.vinissimus.com/en/wine/muga-rosado/
Muga Rosado 2022,2022,Bodegas Muga,12.4,0.75,Rosé,Rosé,Tempranillo,Blend,Conventional,La Rioja,Rioja,13.5,fresh fruit-forward intense red_fruit fresh,4.6,47.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mugar22_anv800.png,https://www.vinissimus.com/en/wine/muga-rosado/
Familia Oliveda Brut Rosat,,Celler Oliveda,11.0,0.75,Sparkling,Cava,Garnacha,Blend,Conventional,Cataluña,DO Cava,11.5,flavoursome fresh easy_to_drink good_acidity refreshing highly_aromatic fruit ripe_white_fruit apricot aromatic_herbs,4.7,38.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/folbtro_anv800.png,https://www.vinissimus.com/en/cava/familia-oliveda-brut-rosat/
Familia Oliveda Brut Rosat,,Celler Oliveda,11.0,0.75,Sparkling,Cava,Pinot Noir,Blend,Conventional,Cataluña,DO Cava,11.5,flavoursome fresh easy_to_drink good_acidity refreshing highly_aromatic fruit ripe_white_fruit apricot aromatic_herbs,4.7,38.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/folbtro_anv800.png,https://www.vinissimus.com/en/cava/familia-oliveda-brut-rosat/
Fino La Ina,,Emilio Lustau,13.4,0.75,Dessert,Fino sherry,Palomino Fino,Varietal,Conventional,Andalucía,Jerez-Manzanilla,15.0,full flavoursome powerful unctuous elegant persistent white_fruit stone_fruit pastries smoky,4.5,41.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/finoina_anv800.png,https://www.vinissimus.com/en/wine/lustau-fino-la-ina/
Bela 2021,2021,Bodega Bela,14.0,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,smooth good_entry sweet pleasant_finish fresh persistent powerful elegant fruit fresh_fruit  floral_scents white_flowers,4.0,1.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/belar20_anv800_1659354226.png,https://www.vinissimus.com/en/wine/bela-roble/
Perelada 3 Fincas Crianza 2019,2019,Perelada,10.0,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Empordà,14.0,robust full-bodied harmonious elegant ripe_fruit complex highly_aromatic ripe_black_fruit spicy roasted cocoa,4.6,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpe3f19_anv800.png,https://www.vinissimus.com/en/wine/perelada-3-fincas-crianza/
Perelada 3 Fincas Crianza 2019,2019,Perelada,10.0,0.75,Red,Red,Merlot,Blend,Conventional,Cataluña,Empordà,14.0,robust full-bodied harmonious elegant ripe_fruit complex highly_aromatic ripe_black_fruit spicy roasted cocoa,4.6,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpe3f19_anv800.png,https://www.vinissimus.com/en/wine/perelada-3-fincas-crianza/
Perelada 3 Fincas Crianza 2019,2019,Perelada,10.0,0.75,Red,Red,Samsó,Blend,Conventional,Cataluña,Empordà,14.0,robust full-bodied harmonious elegant ripe_fruit complex highly_aromatic ripe_black_fruit spicy roasted cocoa,4.6,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpe3f19_anv800.png,https://www.vinissimus.com/en/wine/perelada-3-fincas-crianza/
Perelada 3 Fincas Crianza 2019,2019,Perelada,10.0,0.75,Red,Red,Syrah,Blend,Conventional,Cataluña,Empordà,14.0,robust full-bodied harmonious elegant ripe_fruit complex highly_aromatic ripe_black_fruit spicy roasted cocoa,4.6,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpe3f19_anv800.png,https://www.vinissimus.com/en/wine/perelada-3-fincas-crianza/
Perelada 3 Fincas Crianza 2019,2019,Perelada,10.0,0.75,Red,Red,Tempranillo,Blend,Conventional,Cataluña,Empordà,14.0,robust full-bodied harmonious elegant ripe_fruit complex highly_aromatic ripe_black_fruit spicy roasted cocoa,4.6,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpe3f19_anv800.png,https://www.vinissimus.com/en/wine/perelada-3-fincas-crianza/
Perelada 3 Fincas Crianza 2019,2019,Perelada,10.0,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Empordà,14.0,robust full-bodied harmonious elegant ripe_fruit complex highly_aromatic ripe_black_fruit spicy roasted cocoa,4.6,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cpe3f19_anv800.png,https://www.vinissimus.com/en/wine/perelada-3-fincas-crianza/
Pasanau El Vell Coster 2013,2013,Celler Pasanau ,42.6,0.75,Red,Red,Cariñena,Blend,Conventional,Cataluña,Priorat,15.0,fine balanced good_acidity fruit profound deep long_finish elegant spicy pepper balsamic fruit fruit_of_the_forest blackberries blueberries,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pasvc13_anv800.png,https://www.vinissimus.com/en/wine/pasanau-el-vell-coster/
Pasanau El Vell Coster 2013,2013,Celler Pasanau ,42.6,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Cataluña,Priorat,15.0,fine balanced good_acidity fruit profound deep long_finish elegant spicy pepper balsamic fruit fruit_of_the_forest blackberries blueberries,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pasvc13_anv800.png,https://www.vinissimus.com/en/wine/pasanau-el-vell-coster/
Pasanau El Vell Coster 2013,2013,Celler Pasanau ,42.6,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Priorat,15.0,fine balanced good_acidity fruit profound deep long_finish elegant spicy pepper balsamic fruit fruit_of_the_forest blackberries blueberries,4.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pasvc13_anv800.png,https://www.vinissimus.com/en/wine/pasanau-el-vell-coster/
