wine,year,winery,price,bottle,type_wine,type_wine_details,grapes,num_varieties,type_agriculture,region,region_gi,alcohol_content,tasting_notes,customer_reviews,customer_reviews_number,parker_score,parker_score_num,penin_score,image,url
Clos Baltasar 2020,2020,Bodegas San Alejandro,19.4,0.75,Red,Red,Bobal,Blend,Conventional,Aragón,Calatayud,15.0,structured ripe fresh persistent fruit fruit_of_the_forest balsamic spicy chocolate,5.0,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/clbts20_anv800.png,https://www.vinissimus.com/en/wine/clos-baltasar/
Clos Baltasar 2020,2020,Bodegas San Alejandro,19.4,0.75,Red,Red,Moristel,Blend,Conventional,Aragón,Calatayud,15.0,structured ripe fresh persistent fruit fruit_of_the_forest balsamic spicy chocolate,5.0,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/clbts20_anv800.png,https://www.vinissimus.com/en/wine/clos-baltasar/
DG Viticultors Brut Rosé 2013,2013,DG Viticultors,16.6,0.75,Sparkling,Cava,Pinot Noir,Varietal,Conventional,Cataluña,DO Cava,12.5,fresh harmonious characterful  spicy hardwoods ripe_black_fruit balsamic coconut pepper,4.4,7.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/dgvbr13_anv800.png,https://www.vinissimus.com/en/cava/dg-viticultors-brut-rose/
Blanco Hornillos de Callejuela 2021,2021,Callejuela,11.6,0.75,White,White,Palomino Fino,Varietal,Conventional,Wines without GI,Wines without GI,12.5,fresh citrus fruit aromatic_herbs crunchy flavoursome elegant bitter long very_aromatic expressive fruit green_apple lemon_peel stone_fruit plums,4.0,2.0,90,90.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/hcjbl21_anv800.png,https://www.vinissimus.com/en/wine/blanco-hornillos-de-callejuela/
Anais Negre 2021,2021,U Més U,10.4,0.75,Red,Red,Tempranillo,Blend,Organic,Cataluña,Penedès,14.0,pleasant balanced unctuous sweet_tannins young_tannins long_finish sweet elegant fresh ripe_fruit floral_scents,3.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/anang21_anv800.png,https://www.vinissimus.com/en/wine/anais-negre/
Anais Negre 2021,2021,U Més U,10.4,0.75,Red,Red,Syrah,Blend,Organic,Cataluña,Penedès,14.0,pleasant balanced unctuous sweet_tannins young_tannins long_finish sweet elegant fresh ripe_fruit floral_scents,3.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/anang21_anv800.png,https://www.vinissimus.com/en/wine/anais-negre/
El Jardín de la Emperatriz Tinto 2019,2019,Viñedos Hermanos Hernáiz,14.2,0.75,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,14.0,flavoursome structured good_acidity silky mineral fruit fresh fruit red_fruit vegetal roasted balsamic,4.6,8.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jaemt18_anv800_1651585110.png,https://www.vinissimus.com/en/wine/el-jardin-de-la-emperatriz-tinto/
El Jardín de la Emperatriz Tinto 2019,2019,Viñedos Hermanos Hernáiz,14.2,0.75,Red,Red,Garnacha,Blend,Conventional,La Rioja,Rioja,14.0,flavoursome structured good_acidity silky mineral fruit fresh fruit red_fruit vegetal roasted balsamic,4.6,8.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jaemt18_anv800_1651585110.png,https://www.vinissimus.com/en/wine/el-jardin-de-la-emperatriz-tinto/
El Jardín de la Emperatriz Tinto 2019,2019,Viñedos Hermanos Hernáiz,14.2,0.75,Red,Red,Graciano,Blend,Conventional,La Rioja,Rioja,14.0,flavoursome structured good_acidity silky mineral fruit fresh fruit red_fruit vegetal roasted balsamic,4.6,8.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jaemt18_anv800_1651585110.png,https://www.vinissimus.com/en/wine/el-jardin-de-la-emperatriz-tinto/
El Jardín de la Emperatriz Tinto 2019,2019,Viñedos Hermanos Hernáiz,14.2,0.75,Red,Red,Viura,Blend,Conventional,La Rioja,Rioja,14.0,flavoursome structured good_acidity silky mineral fruit fresh fruit red_fruit vegetal roasted balsamic,4.6,8.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jaemt18_anv800_1651585110.png,https://www.vinissimus.com/en/wine/el-jardin-de-la-emperatriz-tinto/
El Jardín de la Emperatriz Tinto 2019,2019,Viñedos Hermanos Hernáiz,14.2,0.75,Red,Red,Maturana Blanca,Blend,Conventional,La Rioja,Rioja,14.0,flavoursome structured good_acidity silky mineral fruit fresh fruit red_fruit vegetal roasted balsamic,4.6,8.0,91,91.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/jaemt18_anv800_1651585110.png,https://www.vinissimus.com/en/wine/el-jardin-de-la-emperatriz-tinto/
Jorge Ordóñez Nº 2 Victoria 2022 (0.37 L),,Jorge Ordóñez & Co.,18.6,0.37,Dessert,Late harvest,Muscat of Alexandria,Varietal,Conventional,Andalucía,Málaga,10.0,flavoursome harmonious rounded expressive plums cherries eucalyptus hazelnuts,4.8,12.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ord2v22_anv800.png,https://www.vinissimus.com/en/wine/jorge-ordonez-no-2-victoria-37-5cl/
Obalo La Encina Crianza 2018,2018,Bodega Obalo,14.4,0.75,Red,Red,Tempranillo,Varietal,Conventional,La Rioja,Rioja,14.5,structured flavoursome balanced ripe_tannins complex highly_aromatic fruit ripe_fruit spicy ageing tobacco,4.5,8.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/obacr17_anv800_1675681816.png,https://www.vinissimus.com/en/wine/obalo-crianza/
Llopart Rosé Brut 2020,2020,Cavas Llopart,17.8,0.75,Sparkling,Cava,Monastrell,Blend,Organic,Cataluña,Corpinnat,11.5,complex flavoursome good_acidity crunchy tropical_fruit citrus dry persistent fruit white_fruit tropical_fruit floral_scents honey dried_fruit and_nuts,4.9,11.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lorob19_anv800_1649771528.png,https://www.vinissimus.com/en/cava/llopart-rose-brut/
Llopart Rosé Brut 2020,2020,Cavas Llopart,17.8,0.75,Sparkling,Cava,Garnacha,Blend,Organic,Cataluña,Corpinnat,11.5,complex flavoursome good_acidity crunchy tropical_fruit citrus dry persistent fruit white_fruit tropical_fruit floral_scents honey dried_fruit and_nuts,4.9,11.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lorob19_anv800_1649771528.png,https://www.vinissimus.com/en/cava/llopart-rose-brut/
Llopart Rosé Brut 2020,2020,Cavas Llopart,17.8,0.75,Sparkling,Cava,Pinot Noir,Blend,Organic,Cataluña,Corpinnat,11.5,complex flavoursome good_acidity crunchy tropical_fruit citrus dry persistent fruit white_fruit tropical_fruit floral_scents honey dried_fruit and_nuts,4.9,11.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lorob19_anv800_1649771528.png,https://www.vinissimus.com/en/cava/llopart-rose-brut/
Baigorri Blanco Fermentado en Barrica 2018,2018,Bodegas Baigorri,17.0,0.75,White,White,Viura,Blend,Conventional,Euskadi,Rioja,13.5,flavoursome generous powerful long powerful jammy_black_fruit spices,3.8,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/baibb18_anv800.png,https://www.vinissimus.com/en/wine/baigorri-blanco-fermentado-en-barrica/
Baigorri Blanco Fermentado en Barrica 2018,2018,Bodegas Baigorri,17.0,0.75,White,White,Malvasia,Blend,Conventional,Euskadi,Rioja,13.5,flavoursome generous powerful long powerful jammy_black_fruit spices,3.8,4.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/baibb18_anv800.png,https://www.vinissimus.com/en/wine/baigorri-blanco-fermentado-en-barrica/
René Barbier Rosado 2021,2021,René Barbier,9.0,0.75,Rosé,Rosé,Tempranillo,Blend,Conventional,Cataluña,Catalunya,12.0,fresh rich elegant highly_aromatic fruit_of_the_forest raspberry strawberries aniseed,4.6,12.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rbtrd21_anv800_1657200254.png,https://www.vinissimus.com/en/wine/rene-barbier-tradicion/
René Barbier Rosado 2021,2021,René Barbier,9.0,0.75,Rosé,Rosé,Merlot,Blend,Conventional,Cataluña,Catalunya,12.0,fresh rich elegant highly_aromatic fruit_of_the_forest raspberry strawberries aniseed,4.6,12.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rbtrd21_anv800_1657200254.png,https://www.vinissimus.com/en/wine/rene-barbier-tradicion/
Freixenet Ice,,Freixenet,11.6,0.75,Sparkling,Cava,Chardonnay,Blend,Conventional,Cataluña,DO Cava,11.5,fresh balanced fruit-forward mineral spicy complex fruit ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/frexice_anv800_1655895317.png,https://www.vinissimus.com/en/cava/freixenet-ice/
Freixenet Ice,,Freixenet,11.6,0.75,Sparkling,Cava,Macabeo,Blend,Conventional,Cataluña,DO Cava,11.5,fresh balanced fruit-forward mineral spicy complex fruit ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/frexice_anv800_1655895317.png,https://www.vinissimus.com/en/cava/freixenet-ice/
Freixenet Ice,,Freixenet,11.6,0.75,Sparkling,Cava,Parellada,Blend,Conventional,Cataluña,DO Cava,11.5,fresh balanced fruit-forward mineral spicy complex fruit ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/frexice_anv800_1655895317.png,https://www.vinissimus.com/en/cava/freixenet-ice/
Freixenet Ice,,Freixenet,11.6,0.75,Sparkling,Cava,Xarel·lo,Blend,Conventional,Cataluña,DO Cava,11.5,fresh balanced fruit-forward mineral spicy complex fruit ,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/frexice_anv800_1655895317.png,https://www.vinissimus.com/en/cava/freixenet-ice/
La Mateo Tempranillo Blanco FB 2020,2020,Bodegas D. Mateos,29.6,0.75,White,White,Tempranillo Blanco,Varietal,Conventional,La Rioja,Rioja,13.0,lovely light fresh fruit highly_aromatic,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lmbfb20_anv800.png,https://www.vinissimus.com/en/wine/la-mateo-tempranillo-blanco-fb/
Adhuc Tempus Crianza 2019,2019,Vinos Adhuc Tempus,17.6,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla y León,Ribera del Duero,14.0,fragrant rounded smooth delicate refreshing fruit strawberries plums blackberries floral_scents roses violets,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/adhcr19_anv800.png,https://www.vinissimus.com/en/wine/adhuc-tempus-crianza/
Valdespino Fino Ynocente,,Valdespino (Grupo Estévez),17.4,0.75,Dessert,Fino sherry,Palomino Fino,Varietal,Conventional,Andalucía,Jerez-Manzanilla,15.0,fresh unctuous pleasant candied_citrus_fruit aniseed fennel ripe_pineapple,4.4,14.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vdpinoc_anv800_1675682528.png,https://www.vinissimus.com/en/wine/valdespino-fino-ynocente/
Almodí 2021,2021,Altavins,16.0,0.75,Red,Red,Garnacha Peluda,Varietal,Conventional,Cataluña,Terra Alta,15.5,fresh rounded fleshy good_acidity fruit-forward elegant long_finish persistent voluminous highly_aromatic persistent fruit red_fruit strawberries blueberries,4.6,5.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/almod21_anv800.png,https://www.vinissimus.com/en/wine/almodi/
Pepe Yllera Roble 2019,2019,Yllera,11.6,0.75,Red,Red,Tempranillo,Blend,Conventional,Castilla y León,Ribera del Duero,14.5,good_entry smooth pleasant_tannins liquorice fruit fruit_of_the_forest blackberries sweet_spices vanilla,4.5,20.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pepyl19_anv800.png,https://www.vinissimus.com/en/wine/pepe-yllera-roble/
Pepe Yllera Roble 2019,2019,Yllera,11.6,0.75,Red,Red,Cabernet Sauvignon,Blend,Conventional,Castilla y León,Ribera del Duero,14.5,good_entry smooth pleasant_tannins liquorice fruit fruit_of_the_forest blackberries sweet_spices vanilla,4.5,20.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/pepyl19_anv800.png,https://www.vinissimus.com/en/wine/pepe-yllera-roble/
Cune Gran Reserva 2017,2017,Compañía Vinícola del Norte de España - CVNE,22.55,0.75,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,13.5,structured fresh good_acidity well-integrated_carbonic_acid with_personality floral crunchy frank clean floral_scents white_flowers fruit fresh_fruit,3.5,2.0,91+,91.5,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cungr17_anv800.png,https://www.vinissimus.com/en/wine/cune-gran-reserva/
Cune Gran Reserva 2017,2017,Compañía Vinícola del Norte de España - CVNE,22.55,0.75,Red,Red,Graciano,Blend,Conventional,La Rioja,Rioja,13.5,structured fresh good_acidity well-integrated_carbonic_acid with_personality floral crunchy frank clean floral_scents white_flowers fruit fresh_fruit,3.5,2.0,91+,91.5,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cungr17_anv800.png,https://www.vinissimus.com/en/wine/cune-gran-reserva/
Cune Gran Reserva 2017,2017,Compañía Vinícola del Norte de España - CVNE,22.55,0.75,Red,Red,Mazuelo,Blend,Conventional,La Rioja,Rioja,13.5,structured fresh good_acidity well-integrated_carbonic_acid with_personality floral crunchy frank clean floral_scents white_flowers fruit fresh_fruit,3.5,2.0,91+,91.5,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cungr17_anv800.png,https://www.vinissimus.com/en/wine/cune-gran-reserva/
Corona de Aragón Garnacha 2021,2021,Grandes Vinos,7.4,0.75,Red,Red,Garnacha,Varietal,Conventional,Cataluña,Carignan,13.5,flavoursome fresh balanced fleshy fruit-forward black_fruit cocoa smoky floral balsamic,0.0,0.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cagch21_anv800.png,https://www.vinissimus.com/en/wine/corona-de-aragon-garnacha/
Madremía 2020,2020,Bodegas Divina Proporción,13.4,0.75,Red,Red,Tinta de Toro,Varietal,Conventional,Castilla y León,Toro,14.5,flavoursome fruit-forward lively_tannins fresh harmonious fresh fruit lactic floral_scents,4.3,23.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/madre20_anv800.png,https://www.vinissimus.com/en/wine/madremia/
Peique Ramón Valle 2018,2018,Bodegas Peique,15.2,0.75,Red,Red,Mencia,Varietal,Conventional,Castilla y León,Bierzo,14.5,good_entry smooth citrus full long highly_aromatic floral_scents white_flowers citrus_fruit strawberries elegant complex,4.0,29.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/rmval18_anv800.png,https://www.vinissimus.com/en/wine/peique-ramon-valle/
La Petite Agnès 2021,2021,Cal Grau,17.05,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Priorat,14.5,full flavoursome fresh pleasant refined fruit ripe_black_fruit jam plums ageing spicy,4.5,11.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lptag21_anv800.png,https://www.vinissimus.com/en/wine/la-petite-agnes/
La Petite Agnès 2021,2021,Cal Grau,17.05,0.75,Red,Red,Cariñena,Blend,Conventional,Cataluña,Priorat,14.5,full flavoursome fresh pleasant refined fruit ripe_black_fruit jam plums ageing spicy,4.5,11.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lptag21_anv800.png,https://www.vinissimus.com/en/wine/la-petite-agnes/
Gotas del Mar Godello 2022,2022,Hammeken Cellars,16.8,0.75,White,White,Godello,Varietal,Conventional,Galicia,Ribeiro,13.0,velvety good_acidity full flavoursome balanced lactic floral fruit blackberries coconut chocolate long_finish persistent highly_aromatic fruit ripe_fruit figs morello_cherry menthol toasty caramel coffee,5.0,1.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/gdmgo22_anv800.png,https://www.vinissimus.com/en/wine/gotas-del-mar-godello/
El Novio Perfecto 2022,2022,Vinos Mondo Lirondo,11.0,0.75,White,White,Muscat of Alexandria,Blend,Conventional,Comunidad Valenciana,Valencia,10.0,smooth expressive elegant fruit-forward ageing balanced pleasant fruit ripe_fruit,4.7,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/enop22_anv800.png,https://www.vinissimus.com/en/wine/el-novio-perfecto/
El Novio Perfecto 2022,2022,Vinos Mondo Lirondo,11.0,0.75,White,White,Viura,Blend,Conventional,Comunidad Valenciana,Valencia,10.0,smooth expressive elegant fruit-forward ageing balanced pleasant fruit ripe_fruit,4.7,9.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/enop22_anv800.png,https://www.vinissimus.com/en/wine/el-novio-perfecto/
El Vínculo Crianza 2019,2019,El Vínculo,16.15,0.75,Red,Red,Tempranillo,Varietal,Conventional,Castilla-La Mancha,La Mancha,15.5,balanced rounded fruit spicy persistent fruit ripe_fruit spicy herbaceous dry_grass,4.4,20.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vincc19_anv800.png,https://www.vinissimus.com/en/wine/el-vinculo-crianza/
San Román 2020,2020,San Román Bodegas y Viñedos,31.8,0.75,Red,Red,Tinta de Toro,Varietal,Conventional,Castilla y León,Toro,14.5,pleasant smooth balanced fruit-forward highly_aromatic fruit red_fruit cherries redcurrants,4.6,31.0,93+,93.5,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vsro19_anv800_1650979271.png,https://www.vinissimus.com/en/wine/san-roman/
Muriel Fincas De La Villa Reserva 2017,2017,Bodegas Muriel,14.8,0.75,Red,Red,Tempranillo,Varietal,Conventional,La Rioja,Rioja,13.5,fresh astringent fruit ripe_red_fruit highly_aromatic fruit ripe_red_fruit,4.3,14.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mufiv17_anv800.png,https://www.vinissimus.com/en/wine/muriel-fincas-de-la-villa-reserva/
Roda 2019,2019,Bodegas Roda,30.8,0.75,Red,Red,Tempranillo,Blend,Conventional,La Rioja,Rioja,14.5,with_volume fresh_on_entry fruit-forward good_acidity balanced long_finish easy_to_drink crunchy fruit white_fruit  creamy floral_scents white_flowers,4.6,15.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/roda19_anv800.png,https://www.vinissimus.com/en/wine/roda/
Roda 2019,2019,Bodegas Roda,30.8,0.75,Red,Red,Graciano,Blend,Conventional,La Rioja,Rioja,14.5,with_volume fresh_on_entry fruit-forward good_acidity balanced long_finish easy_to_drink crunchy fruit white_fruit  creamy floral_scents white_flowers,4.6,15.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/roda19_anv800.png,https://www.vinissimus.com/en/wine/roda/
Roda 2019,2019,Bodegas Roda,30.8,0.75,Red,Red,Garnacha,Blend,Conventional,La Rioja,Rioja,14.5,with_volume fresh_on_entry fruit-forward good_acidity balanced long_finish easy_to_drink crunchy fruit white_fruit  creamy floral_scents white_flowers,4.6,15.0,92,92.0,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/roda19_anv800.png,https://www.vinissimus.com/en/wine/roda/
Ònix Clàssic 2021,2021,Vinícola del Priorat,15.2,0.75,Red,Red,Garnacha,Blend,Conventional,Cataluña,Priorat,15.0,straightforward lively crunchy mineral structured complex fresh fruit-forward floral_scents mineral grapefruit fresh_fruit,3.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vponi21_anv800.png,https://www.vinissimus.com/en/wine/onix-classic/
Ònix Clàssic 2021,2021,Vinícola del Priorat,15.2,0.75,Red,Red,Cariñena,Blend,Conventional,Cataluña,Priorat,15.0,straightforward lively crunchy mineral structured complex fresh fruit-forward floral_scents mineral grapefruit fresh_fruit,3.5,2.0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vponi21_anv800.png,https://www.vinissimus.com/en/wine/onix-classic/
